"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 29, 2006","184.00","184.50","184.50","182.50","175.81K","1.04%"
"Mar 28, 2006","182.10","176.00","184.00","176.00","127.22K","2.30%"
"Mar 27, 2006","178.00","177.00","178.00","177.00","18.12K","1.71%"
"Mar 24, 2006","175.00","175.20","175.20","175.00","72.40K","0.00%"
"Mar 23, 2006","175.00","175.00","175.00","175.00","44.74K","0.00%"
"Mar 22, 2006","175.00","175.00","175.00","175.00","206.00K","1.16%"
"Mar 21, 2006","173.00","174.90","175.30","173.00","20.73K","-1.14%"
"Mar 20, 2006","175.00","175.00","175.00","175.00","273.85K","0.11%"
"Mar 17, 2006","174.80","176.70","176.70","172.50","351.57K","-0.68%"
"Mar 16, 2006","176.00","168.50","176.00","165.70","24.69K","5.07%"
"Mar 15, 2006","167.50","160.00","167.50","160.00","14.37K","1.52%"
"Mar 14, 2006","165.00","168.00","168.00","164.60","112.50K","-1.79%"
"Mar 13, 2006","168.00","171.00","171.00","168.00","9.09K","-1.23%"
"Mar 10, 2006","170.10","170.10","170.30","170.00","147.53K","0.06%"
"Mar 09, 2006","170.00","175.00","175.00","170.00","31.77K","-1.28%"
"Mar 08, 2006","172.20","180.20","180.20","172.10","44.79K","-4.39%"
"Mar 07, 2006","180.10","175.30","180.10","175.30","135.14K","2.74%"
"Mar 06, 2006","175.30","174.10","175.30","174.10","5.04K","0.75%"
"Mar 03, 2006","174.00","174.00","174.00","170.00","30.47K","2.35%"
"Mar 02, 2006","170.00","168.20","170.00","168.20","14.82K","0.00%"
"Mar 01, 2006","170.00","175.00","175.00","168.00","70.13K","1.07%"
"Feb 28, 2006","168.20","168.00","168.20","167.00","29.19K","-0.47%"
"Feb 27, 2006","169.00","170.00","170.00","169.00","59.26K","-0.59%"
"Feb 24, 2006","170.00","176.10","176.10","170.00","14.31K","-3.41%"
"Feb 23, 2006","176.00","175.00","179.00","174.00","61.21K","1.15%"
"Feb 22, 2006","174.00","174.00","174.90","173.50","77.52K","1.16%"
"Feb 21, 2006","172.00","172.00","175.00","170.00","58.50K","0.29%"
"Feb 20, 2006","171.50","169.50","171.50","169.50","238.56K","1.18%"
"Feb 17, 2006","169.50","170.00","171.50","168.00","74.76K","-0.29%"
"Feb 16, 2006","170.00","172.00","173.00","170.00","144.90K","0.00%"
"Feb 15, 2006","170.00","163.00","170.00","155.00","174.86K","4.29%"
"Feb 14, 2006","163.00","170.00","171.00","163.00","275.04K","-4.96%"
"Feb 13, 2006","171.50","172.00","172.00","164.60","36.88K","-0.29%"
"Feb 10, 2006","172.00","170.50","172.10","170.50","160.46K","1.18%"
"Feb 09, 2006","170.00","161.00","170.00","161.00","103.57K","3.66%"
"Feb 08, 2006","164.00","164.00","164.50","160.00","170.28K","1.61%"
"Feb 07, 2006","161.40","155.70","162.00","155.70","79.21K","4.13%"
"Feb 06, 2006","155.00","151.50","155.00","151.50","74.70K","2.38%"
"Feb 03, 2006","151.40","150.50","155.00","150.50","132.84K","-2.26%"
"Feb 02, 2006","154.90","158.00","159.00","154.30","143.87K","-1.34%"
"Feb 01, 2006","157.00","154.00","157.00","154.00","212.54K","3.29%"
"Jan 30, 2006","152.00","141.20","152.00","141.20","48.02K","4.83%"
"Jan 27, 2006","145.00","147.50","147.50","140.00","93.10K","3.57%"
"Jan 26, 2006","140.00","140.00","140.70","137.50","261.01K","1.30%"
"Jan 25, 2006","138.20","137.90","139.00","136.00","188.61K","0.51%"
"Jan 24, 2006","137.50","134.60","137.50","134.60","42.94K","1.03%"
"Jan 23, 2006","136.10","134.50","136.10","134.00","483.58K","0.81%"
"Jan 20, 2006","135.00","135.00","135.20","135.00","181.08K","0.75%"
"Jan 19, 2006","134.00","134.00","134.00","132.10","225.08K","0.75%"
"Jan 18, 2006","133.00","134.50","134.50","133.00","263.36K","-1.48%"
"Jan 17, 2006","135.00","137.90","137.90","134.00","73.48K","-0.74%"
"Jan 16, 2006","136.00","136.00","136.00","136.00","17.50K","-0.07%"
"Jan 13, 2006","136.10","134.00","139.50","134.00","57.95K","1.95%"
"Jan 10, 2006","133.50","131.00","133.50","130.00","23.73K","5.12%"
"Jan 09, 2006","127.00","126.10","127.00","125.50","80.48K","2.25%"
"Jan 06, 2006","124.20","125.00","125.00","124.10","8.09K","0.49%"
"Jan 05, 2006","123.60","124.90","125.50","123.60","28.34K","0.49%"
"Jan 04, 2006","123.00","123.00","123.00","123.00","3.08K","0.00%"
"Jan 03, 2006","123.00","120.50","123.00","120.50","5.44K","2.33%"
"Jan 02, 2006","120.20","120.00","120.20","120.00","10.85K","-2.99%"
"Dec 30, 2005","123.90","121.50","124.00","121.50","1.02M","0.73%"
"Dec 29, 2005","123.00","122.90","123.50","121.50","2.04M","0.00%"
"Dec 28, 2005","123.00","121.00","123.00","121.00","943.27K","1.65%"
"Dec 27, 2005","121.00","120.60","121.80","120.60","746.40K","-0.33%"
"Dec 26, 2005","121.40","121.00","121.40","120.50","120.68K","-0.08%"
"Dec 23, 2005","121.50","121.00","121.50","121.00","10.57K","-0.41%"
"Dec 22, 2005","122.00","121.00","122.00","121.00","33.41K","0.74%"
"Dec 21, 2005","121.10","121.00","121.90","121.00","13.67K","-0.66%"
"Dec 20, 2005","121.90","121.90","121.90","121.90","59.05K","0.08%"
"Dec 19, 2005","121.80","121.90","121.90","121.00","17.83K","0.66%"
"Dec 16, 2005","121.00","120.50","121.00","120.30","92.26K","0.58%"
"Dec 15, 2005","120.30","120.10","121.00","120.10","64.23K","0.00%"
"Dec 14, 2005","120.30","122.00","122.00","120.10","81.19K","-1.39%"
"Dec 13, 2005","122.00","120.00","122.00","120.00","103.57K","1.67%"
"Dec 12, 2005","120.00","120.50","122.00","120.00","120.35K","-2.44%"
"Dec 09, 2005","123.00","119.90","123.00","119.90","140.55K","2.93%"
"Dec 08, 2005","119.50","121.00","122.50","119.50","134.64K","-2.45%"
"Dec 07, 2005","122.50","122.90","123.00","122.50","148.09K","0.00%"
"Dec 06, 2005","122.50","120.60","123.00","120.60","58.70K","1.58%"
"Dec 05, 2005","120.60","121.00","121.00","120.60","3.50K","-1.95%"
"Dec 02, 2005","123.00","120.50","123.00","120.50","26.87K","0.00%"
"Dec 01, 2005","123.00","122.00","124.00","122.00","56.54K","0.65%"
"Nov 30, 2005","122.20","123.90","123.90","122.20","109.30K","-1.45%"
"Nov 29, 2005","124.00","124.00","124.00","124.00","117.00K","-0.72%"
"Nov 28, 2005","124.90","125.00","125.00","124.90","24.49K","1.05%"
"Nov 25, 2005","123.60","124.00","124.00","123.50","47.97K","0.82%"
"Nov 24, 2005","122.60","124.00","124.00","122.60","0.74K","-1.13%"
"Nov 23, 2005","124.00","124.00","124.00","124.00","35.27K","-0.64%"
"Nov 22, 2005","124.80","122.50","124.80","122.00","61.99K","2.46%"
"Nov 21, 2005","121.80","122.50","122.50","121.80","20.78K","-2.56%"
"Nov 15, 2005","125.00","122.00","125.00","122.00","300.72K","2.46%"
"Nov 14, 2005","122.00","119.60","123.00","119.60","203.62K","2.35%"
"Nov 11, 2005","119.20","122.00","122.00","119.20","20.09K","0.08%"
"Nov 10, 2005","119.10","122.00","122.00","119.10","8.14K","-2.38%"
"Nov 08, 2005","122.00","122.00","122.00","122.00","1.85K","0.00%"
"Nov 07, 2005","122.00","119.00","122.00","119.00","46.15K","-0.81%"
"Nov 02, 2005","123.00","121.00","125.00","121.00","111.97K","2.50%"
"Nov 01, 2005","120.00","119.50","120.00","119.50","506.34K","0.84%"
"Oct 31, 2005","119.00","116.00","119.00","116.00","125.81K","1.80%"
"Oct 28, 2005","116.90","115.00","117.00","115.00","4.52K","-0.09%"
"Oct 26, 2005","117.00","117.00","117.00","117.00","5.00K","0.86%"
"Oct 25, 2005","116.00","114.00","116.50","114.00","18.60K","0.87%"
"Oct 24, 2005","115.00","114.10","115.00","114.10","3.63K","0.00%"
"Oct 21, 2005","115.00","116.60","116.60","115.00","7.19K","-1.71%"
"Oct 20, 2005","117.00","118.00","118.00","116.50","62.52K","-0.85%"
"Oct 19, 2005","118.00","118.50","118.50","118.00","21.20K","0.00%"
"Oct 18, 2005","118.00","118.00","118.50","118.00","7.23K","0.00%"
"Oct 17, 2005","118.00","118.00","118.00","116.50","51.90K","1.72%"
"Oct 14, 2005","116.00","112.70","116.00","112.70","203.12K","2.93%"
"Oct 13, 2005","112.70","111.30","112.70","111.30","8.85K","1.53%"
"Oct 12, 2005","111.00","111.50","111.50","110.60","7.06K","-0.45%"
"Oct 11, 2005","111.50","111.50","111.50","111.50","100.00K","0.45%"
"Oct 10, 2005","111.00","110.00","111.40","110.00","54.45K","0.91%"
